id,confirmation_code,duration,start_date,end_date,crackdown,issue,funding,Q1.2,Q1.3,favor_humanitarian,favor_human_rights,favor_development,donate_likely,amount_donate,amount_keep,amount_why,give_charity,volunteer,political_knowledge,ideology,education,religiosity,Q3.8,gender,gender_other,income,age,attention1_correct,attention2_correct,check1,check2,donate_likely_bin,favor_humanitarian_bin,favor_human_rights_bin,favor_development_bin,give_charity_3,give_charity_2,political_knowledge_bin,ideology_3,ideology_bin,education_bin,religiosity_bin,income_clean,income_bin,age_bin,gender_bin
R_2e4snNzX3W8b2kH,9014258,149,2018-03-22T16:39:46Z,2018-03-22T16:42:15Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,1,99,"I don't know much about the organization, and right now I need $100 to feed my family.",Once every six months,Yes,Most of the time,"Independent, leaning liberal",Some college,Seldom,Blue,Female,,"$60,000 – $69,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_1erZN8r9RDMrMwm,2584362,141,2018-03-22T16:39:56Z,2018-03-22T16:42:17Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Neutral,Favorable,Extremely unlikely,0,100,isn't the kind of charity I donate to.,Once a month,Yes,Most of the time,Conservative,Some college,Never,Blue,Female,,"$100,000 – $149,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Not favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,No BA,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_2sXcoyq5N0DwO9S,6824049,105,2018-03-22T16:41:59Z,2018-03-22T16:43:45Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,55,45,It would give me peace of mind to give a little over half my money to a good fund,Once a year,Yes,Only now and then,Liberal,Some college,Never,Blue,Female,,"$10,000 – $19,999",18 – 24,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,No BA,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_2X02xzvxljiO8JQ,3842329,138,2018-03-22T16:44:28Z,2018-03-22T16:46:46Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,25,75,I would have to know more about what they do with the money before donating more.,Once a month,Yes,Most of the time,Very conservative,Some college,More than once a week,Blue,Male,,"$100,000 – $149,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,No BA,At least once a month,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_3MJOWVeIy69Nm4a,5841869,71,2018-03-22T16:46:49Z,2018-03-22T16:48:00Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,5,95,I have bills to pay,Once a month,Yes,Some of the time,Liberal,Some college,A few times a year,Blue,Female,,Prefer not to say,18 – 24,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,Rarely,,,Less than 35 – 44,Female
R_1gBdbBcS8VnOASO,6122971,185,2018-03-22T16:48:07Z,2018-03-22T16:51:12Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,0,100,I would need to do some research before donating any money to them. They could be a terrorist organization or helping terrorist groups,Once every six months,Yes,Most of the time,Conservative,Some college,More than once a week,Blue,Female,,"$40,000 – $49,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,No BA,At least once a month,"$40,000 – $49,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_sNoigd57Pit6JBn,4888679,195,2018-03-22T16:48:00Z,2018-03-22T16:51:15Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat unlikely,10,90,I have not read Charity Navigator about this nonprofit.  I do not have enough information to make an informed decision.  Are most government donors just trying to get rid of the refugees or do they really care?,Once a week,Yes,Only now and then,Strong liberal,Graduate or professional degree,Once a week,Blue,Female,,"$30,000 – $39,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Not often,Liberal,Liberal,BA and above,At least once a month,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_tEsGQRKgLtSk3XH,1280492,136,2018-03-22T16:48:59Z,2018-03-22T16:51:15Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Neutral,Unfavorable,Neutral,Neither likely nor unlikely,55,45,i would donate more to IRC,Once every three months,Yes,Only now and then,Liberal,4 year degree,A few times a year,Blue,Female,,"$60,000 – $69,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Not favorable,Not favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,BA and above,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_2tgqRbvDzFOlRAv,7135949,174,2018-03-22T16:49:05Z,2018-03-22T16:51:59Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Neutral,Very favorable,Somewhat unlikely,17,83,I'd be a little wary of making donations to a refugee rights org because I would worry about them being a front for terrorists.,Once a week,Yes,Most of the time,Conservative,4 year degree,Once a week,Blue,Female,,"More than $150,000",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Not favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,"More than $150,000","At least $50,000 – $59,999",At least 35 – 44,Female
R_2vc8874mFTYVHC3,1803839,304,2018-03-22T16:47:11Z,2018-03-22T16:52:16Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Neutral,Favorable,Somewhat unlikely,9,91,its refugees need to send money in own country to make it right,Once a month,No,Some of the time,Liberal,2 year degree,Never,Blue,Female,,"$20,000 – $29,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Not favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$20,000 – $29,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_1Km4rFIDvQRoM7e,7346143,71,2018-03-22T16:51:44Z,2018-03-22T16:52:56Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Neutral,Neutral,Somewhat unlikely,0,100,i need money. that i'm doing a survey for 75 cents should tip you off.,Never,No,Some of the time,Independent,2 year degree,Once or twice a month,Blue,Female,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Not favorable,Not favorable,Rarely,Rarely,Often,Independent,Not liberal,No BA,At least once a month,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_1n8SqaIpcL6GCKp,4729418,351,2018-03-22T16:49:11Z,2018-03-22T16:55:03Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Neither likely nor unlikely,0,100,It's hard to understand how and what these non-profit international organization do.,Once every few years,No,Some of the time,"Independent, leaning conservative",Graduate or professional degree,Seldom,Blue,Male,,"$90,000 – $99,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Not favorable,Not favorable,Rarely,Rarely,Often,Conservative,Not liberal,BA and above,Rarely,"$90,000 – $99,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_DUCh2Hc7tKe2j9n,692705,155,2018-03-22T16:52:58Z,2018-03-22T16:55:34Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely likely,26,74,i am poor but the organization needs money,Once every few years,Yes,Only now and then,Independent,Some college,A few times a year,Blue,Female,,"$30,000 – $39,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Rarely,Rarely,Not often,Independent,Not liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_XvIKcwMzd3LbetH,1380380,139,2018-03-22T16:54:58Z,2018-03-22T16:57:18Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,"At this point, I do not feel I know enough about IRC to donate any amount of money.",Never,No,Some of the time,Strong liberal,2 year degree,Never,Blue,Male,,"$60,000 – $69,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Liberal,Liberal,No BA,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_sUm64dIydCMFKLf,3881989,119,2018-03-22T16:55:23Z,2018-03-22T16:57:23Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Somewhat unlikely,0,100,I already have specific non-profits i donate to,Once a month,No,Some of the time,Conservative,4 year degree,Never,Blue,Male,,"$90,000 – $99,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,BA and above,Rarely,"$90,000 – $99,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_3Eu1huhVdFEFZLP,7459775,272,2018-03-22T16:53:16Z,2018-03-22T16:57:49Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,50,50,Its a decent amount to give.,Once a week,No,Most of the time,Conservative,4 year degree,More than once a week,Blue,Male,,"$80,000 – $89,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,"$80,000 – $89,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_ALna1AF0srgJiAF,5365006,547,2018-03-22T16:49:14Z,2018-03-22T16:58:22Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,0,100,Because I am a selfish and not as altruistic as one might think.,Never,No,Only now and then,Strong liberal,4 year degree,Never,Blue,Male,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Not often,Liberal,Liberal,BA and above,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_qPbZTB5JISQi1ot,6376742,254,2018-03-22T16:54:36Z,2018-03-22T16:58:50Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,25,75,"I don't really have the means to donate a lot, but I would like to give as much as I can to help.",Once every three months,No,Most of the time,Strong liberal,High school graduate,Never,Blue,Male,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_uexBcjrEsbFOrdL,8580089,147,2018-03-22T17:02:14Z,2018-03-22T17:04:42Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Neither likely nor unlikely,1,99,I don't know much about the IRC so I'm reluctant to donate a bigger amount.,Once every six months,No,Only now and then,"Independent, leaning liberal",2 year degree,Seldom,Blue,Male,,"$40,000 – $49,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_2e2tWixdlrtADar,9050100,132,2018-03-22T17:04:11Z,2018-03-22T17:06:24Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,0,100,"I admire the IRC's goals, but do not foresee any real marginal improvement that could be made by them with one more small donation, so I would rather keep the money and give it to another cause down the line.",Once every few years,No,Some of the time,"Independent, leaning conservative",4 year degree,Never,Blue,Male,,"$20,000 – $29,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Conservative,Not liberal,BA and above,Rarely,"$20,000 – $29,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_1QsfcMZJnsEuNed,2753562,318,2018-03-22T17:02:36Z,2018-03-22T17:07:55Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Neutral,Very favorable,Extremely likely,20,80,"I would keep the rest to pay extra on student loans, and I feel like a fifth is a good amount.",Once a year,No,Most of the time,Liberal,Some college,Seldom,Blue,Female,,"Less than $10,000",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Not favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"Less than $10,000","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_TduQy9OjD8p4zxD,5487173,123,2018-03-22T17:05:53Z,2018-03-22T17:07:56Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,5,95,I do not like to donate to charities because I know that the money I give is not distributed correctly,Never,No,Only now and then,"Independent, leaning liberal",2 year degree,Never,Blue,Male,,"$100,000 – $149,999",18 – 24,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Not often,Liberal,Liberal,No BA,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_2trkhnzShDU1dER,4683299,96,2018-03-22T17:06:33Z,2018-03-22T17:08:09Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,30,70,I could use some money but want to help,Once every three months,Yes,Most of the time,Liberal,4 year degree,Seldom,Blue,Male,,"Less than $10,000",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"Less than $10,000","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_1FmOeUsVvlhb2Ea,6512124,207,2018-03-22T17:05:42Z,2018-03-22T17:09:09Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,20,80,"I don't have a lot of money. Also, while I feel for the cause I wouldn't donate the whole $100 because I have to survive too.",Once every six months,No,Most of the time,"Independent, leaning conservative",2 year degree,Once a week,Blue,Female,,"$10,000 – $19,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,No BA,At least once a month,"$10,000 – $19,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_24CsXZ2NyHAJ6gt,6243845,211,2018-03-22T17:07:09Z,2018-03-22T17:10:40Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Extremely unlikely,0,100,I do not care to donate to them because we should not be involved in other countries issues.,Once a year,Yes,Most of the time,Very conservative,2 year degree,A few times a year,Blue,Female,,"$40,000 – $49,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Not favorable,Not favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_1JVjaY8BU2AAAAf,9872686,319,2018-03-22T17:06:13Z,2018-03-22T17:11:33Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,5,95,"I would donate that amount because I want to help, but also need money to pay off my debt.",Once every six months,Yes,Most of the time,Conservative,4 year degree,Once a week,Blue,Female,,"$60,000 – $69,999",18 – 24,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,"$60,000 – $69,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_Y9YiZZjOr0ctqGR,9863108,211,2018-03-22T17:10:18Z,2018-03-22T17:13:50Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,20,80,"If they are getting most of their funding from government donors, I would save my money and give to another cause who is in more dire need.",Once every three months,Yes,Only now and then,Independent,4 year degree,Never,Blue,Female,,"$20,000 – $29,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Independent,Not liberal,BA and above,Rarely,"$20,000 – $29,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
