StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,Q1.3,Q2.1_1,Q2.1_2,Q2.1_3,Q2.3,Q2.4_1,Q2.4_2,Q2.5,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.9_4_TEXT,Q3.10,Q3.11,mTurkCode,crackdown,issue,funding
2018-03-22 15:54:05,2018-03-22 15:56:21,IP Address,70.21.181.41,100,136,True,2018-03-22 15:56:23,R_2YVyCI5iA8GQo6c,,,,,40.619903564453,-74.427398681641,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,40,60,"I am in a tight financial situation right now, so I could really use the money. At the same time, if I have money to spare, then I would still like to donate some to a good cause.",Once every few years,No,Most of the time,Strong liberal,4 year degree,Never,Blue,Female,,"$30,000 – $39,999",25 – 34,4106307,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 15:54:53,2018-03-22 15:56:46,IP Address,73.230.167.136,100,112,True,2018-03-22 15:56:46,R_1Y8oGPBbZYfj6Ux,,,,,40.00520324707,-76.324600219727,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,5,95,"It sounds like the organization does good work, but I would need to know more about the charity before I donated any larger sums.",Once a year,No,Most of the time,Strong liberal,Some college,Never,Blue,Male,,"$20,000 – $29,999",25 – 34,3927301,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 15:53:10,2018-03-22 15:58:15,IP Address,99.15.93.91,100,305,True,2018-03-22 15:58:16,R_2zFMV70txTgbd6Q,,,,,38.789199829102,-90.322601318359,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Neither likely nor unlikely,1,99,I do not know enough about the charity. Just a one paragraph description is not good enough.,Once every three months,Yes,Most of the time,"Independent, leaning conservative",4 year degree,Seldom,Blue,Male,,"Less than $10,000",25 – 34,8667447,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 15:57:22,2018-03-22 15:59:08,IP Address,76.112.241.147,100,105,True,2018-03-22 15:59:08,R_6mA0ggvHtwKKn3r,,,,,42.664398193359,-83.23030090332,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,8,92,"I'm not very clear what the charity does or if it's good, but I think they may deserve a chance so I would donate a little bit.",Once a year,Yes,Some of the time,"Independent, leaning conservative",4 year degree,Seldom,Blue,Male,,"$80,000 – $89,999",35 – 44,9986890,.,human rights for refugees,government donors
2018-03-22 15:57:13,2018-03-22 16:00:30,IP Address,192.3.1.107,100,197,True,2018-03-22 16:00:31,R_2tF3tPK4umEg5RC,,,,,42.888397216797,-78.876098632812,anonymous,EN,Yes,"Green,Yellow",Neutral,Favorable,Very favorable,Extremely likely,23,77,Donation is not important myself and keep that amount is important.,Once every three months,Yes,Some of the time,Very conservative,4 year degree,Once a week,Blue,Male,,"$30,000 – $39,999",25 – 34,5879855,.,human rights for refugees,government donors
2018-03-22 15:57:46,2018-03-22 16:00:57,IP Address,216.81.96.64,100,190,True,2018-03-22 16:00:57,R_vpipjNFZlBAZcnD,,,,,31.54280090332,-82.448501586914,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,6,94,because i rather help something more close to home and a charity that I am familiar with.,Once every six months,Yes,Only now and then,Independent,Some college,A few times a year,Blue,Female,,"$40,000 – $49,999",35 – 44,9925474,.,humanitarian assistance for refugees,government donors
2018-03-22 15:59:52,2018-03-22 16:02:19,IP Address,184.0.59.36,100,147,True,2018-03-22 16:02:20,R_3HnoAYROUGwv8MT,,,,,41.153198242188,-85.481002807617,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely unlikely,0,100,It's a long story short but my husband and I scrape by and need any extra help we can get. We do not have money to spare.,Once every few years,No,Most of the time,Very conservative,Some college,Seldom,Blue,Female,,"Less than $10,000",25 – 34,8510075,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 16:01:18,2018-03-22 16:03:32,IP Address,99.89.113.118,100,133,True,2018-03-22 16:03:32,R_3pVdVhpDhAPviUh,,,,,38.60270690918,-121.268699646,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,100,0,They need it more than I do.,Once a week,Yes,Only now and then,Liberal,Some college,Once a week,Blue,Female,,"$10,000 – $19,999",55 – 64,6466695,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 15:57:54,2018-03-22 16:03:53,IP Address,204.62.111.60,100,359,True,2018-03-22 16:03:54,R_9NMZqjnleZXCuRP,,,,,36.144302368164,-115.18299865723,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely unlikely,100,0,"I believe the work of such organizations has an urgency that affects many refugees and their families.  If they can function without being affected by the harsh laws against non-profits, I would want them to have as much help as possible to do their humanitarian work.",Once every three months,Yes,Most of the time,Liberal,4 year degree,A few times a year,Blue,Female,,"$70,000 – $79,999",45 – 54,1097165,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 16:01:44,2018-03-22 16:04:30,IP Address,184.23.200.215,100,165,True,2018-03-22 16:04:30,R_3ix13uqdEHlWz1r,,,,,37.884902954102,-121.84429931641,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,20,80,so i can donate to a different charity,Once every three months,Yes,Most of the time,"Independent, leaning conservative",Graduate or professional degree,A few times a year,Blue,Female,,"$70,000 – $79,999",45 – 54,2472076,.,humanitarian assistance for refugees,government donors
2018-03-22 16:02:23,2018-03-22 16:04:54,IP Address,73.7.96.227,100,151,True,2018-03-22 16:04:55,R_1LLqx4EoFxVb3lj,,,,,33.982894897461,-84.324203491211,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,25,75,"Because it is someone I just learned of. Over time, getting to know them more and their values, I would donate more.",Once every six months,Yes,Only now and then,Independent,Some college,A few times a year,Blue,Female,,"$50,000 – $59,999",25 – 34,4464721,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 16:02:55,2018-03-22 16:06:58,IP Address,184.158.43.122,100,243,True,2018-03-22 16:06:59,R_9moMsmHNdXHvWql,,,,,45.523300170898,-91.699897766113,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,10,90,I don't anything about this organization.  I don't know how well they spend their money so I'm not willing to give them more until I learn about them.,Once a month,Yes,Most of the time,"Independent, leaning liberal",4 year degree,Once a week,Blue,Male,,"$50,000 – $59,999",35 – 44,6553443,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 16:02:42,2018-03-22 16:07:55,IP Address,68.113.93.117,100,313,True,2018-03-22 16:07:56,R_3GcRupQSkNU995r,,,,,34.33740234375,-86.149597167969,anonymous,EN,Yes,"Green,Yellow",Favorable,Very favorable,Favorable,Somewhat likely,40,60,"As much as I'd want to help someone else, I can't see putting myself in a needy position.",Once every six months,No,Most of the time,"Independent, leaning conservative",High school graduate,Never,Blue,Female,,"$20,000 – $29,999",45 – 54,5633192,.,human rights for refugees,"individual, private donors"
2018-03-22 16:05:42,2018-03-22 16:08:45,IP Address,76.119.67.52,100,183,True,2018-03-22 16:08:46,R_1NwYKVCcm3tWpJr,,,,,42.053497314453,-72.568496704102,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,40,60,"Because donating is the right thing to do, but I can't be giving all my money to charity.",Once every six months,No,Only now and then,"Independent, leaning conservative",2 year degree,Never,Blue,Female,,"More than $150,000",45 – 54,509795,.,human rights for refugees,government donors
2018-03-22 16:06:09,2018-03-22 16:08:55,IP Address,69.176.10.103,100,166,True,2018-03-22 16:08:56,R_1KgawMHilT0kNx3,,,,,37.31689453125,-82.639602661133,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Favorable,Somewhat unlikely,0,100,Because I'm not particularly interested in that foundation.,Once every few years,No,Some of the time,Conservative,Some college,Seldom,Blue,Female,,"Less than $10,000",25 – 34,6618373,.,humanitarian assistance for refugees,government donors
2018-03-22 16:06:48,2018-03-22 16:09:53,IP Address,45.248.77.187,100,184,True,2018-03-22 16:09:54,R_12zIVXxb9JGem5Y,,,,,-27.470993041992,153.02429199219,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,32,68,I would like to reserve the extra to donate to an organization I could research more thoroughly as right now I only have a hypothetical knowledge of this organization in particular.,Once every six months,No,Only now and then,"Independent, leaning liberal",4 year degree,Seldom,Blue,Female,,"$50,000 – $59,999",35 – 44,8495319,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 16:07:11,2018-03-22 16:09:59,IP Address,73.171.168.248,100,168,True,2018-03-22 16:10:00,R_eWHMXy9Lj7RR9C1,,,,,31.314697265625,-81.522201538086,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,25,75,"Trying to finish paying off student loans, so saving ",Once a month,Yes,Hardly at all,Liberal,Graduate or professional degree,Seldom,Blue,Female,,"$40,000 – $49,999",25 – 34,3178092,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 16:05:49,2018-03-22 16:10:20,IP Address,68.228.223.95,100,271,True,2018-03-22 16:10:21,R_2aDk6Ug8Ras56C4,,,,,32.247604370117,-110.94999694824,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Neutral,Somewhat unlikely,10,90,because I am concerned the money would be confiscated by the government,Once a year,Yes,Most of the time,Conservative,4 year degree,A few times a year,Blue,Male,,"$70,000 – $79,999",55 – 64,5903637,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 16:08:38,2018-03-22 16:11:26,IP Address,208.54.83.174,100,168,True,2018-03-22 16:11:27,R_2QFAUdNYBR8nhRb,,,,,29.686706542969,-95.527198791504,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely likely,8,92,They need it. I do too though as i am poor.,Once every few years,No,Only now and then,Independent,2 year degree,Never,Blue,Female,,"$30,000 – $39,999",35 – 44,568775,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 16:07:43,2018-03-22 16:12:47,IP Address,72.234.150.122,100,303,True,2018-03-22 16:12:47,R_3eg4e0ePJZBmBt7,,,,,19.584594726562,-155.02420043945,anonymous,EN,Yes,"Green,Yellow",Favorable,Unfavorable,Unfavorable,Somewhat likely,25,75,"I usually tithe 10% and in this case it's 20% and I would save the rest to help with a down payment on my house.  I tithe every month to church and charity places that i feel goes directly to the people and not the organization -- ",Once a month,No,Most of the time,"Independent, leaning conservative",4 year degree,A few times a year,Blue,Female,,"$50,000 – $59,999",55 – 64,930226,.,human rights for refugees,"individual, private donors"
2018-03-22 16:12:09,2018-03-22 16:13:52,IP Address,68.33.93.96,100,102,True,2018-03-22 16:13:52,R_2uHXCONOrIw40eX,,,,,39.328796386719,-76.596702575684,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,5,95,"I feel that I if I had extra money I need to use the majority of it to make myself financially stable. ",Once every six months,Yes,Most of the time,Independent,Graduate or professional degree,A few times a year,Blue,Male,,"$30,000 – $39,999",25 – 34,3105703,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 16:12:33,2018-03-22 16:15:23,IP Address,99.203.129.74,100,170,True,2018-03-22 16:15:24,R_bxB9Jo9SlIZQDAt,,,,,41.893402099609,-84.065902709961,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,50,50,Money is tight! An extra 50 would help me but I would be happy to donate half of that 100.,Once every three months,Yes,Some of the time,Liberal,Some college,Never,Blue,Female,,"$30,000 – $39,999",25 – 34,9412391,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 16:13:15,2018-03-22 16:15:38,IP Address,129.108.202.60,100,142,True,2018-03-22 16:15:38,R_33dnMLTX6GGgmvK,,,,,31.783203125,-106.49759674072,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,5,95,"i give to others, so rest is limited",Once a week,Yes,Most of the time,Strong liberal,Some college,Once a week,Blue,Male,,"$30,000 – $39,999",45 – 54,8216081,.,humanitarian assistance for refugees,government donors
2018-03-22 16:13:22,2018-03-22 16:16:26,IP Address,162.235.131.162,100,183,True,2018-03-22 16:16:26,R_1K9ClCNbAViZpSq,,,,,30.068405151367,-95.372703552246,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,10,90,"I don't donate a lot to charity, I need money right now so if I came upon an extra 100 I would want to keep most of it.",Once every six months,No,Most of the time,Strong liberal,Some college,Never,Blue,Female,,"$60,000 – $69,999",25 – 34,9783555,.,human rights for refugees,government donors
2018-03-22 16:14:57,2018-03-22 16:16:36,IP Address,71.239.73.51,100,99,True,2018-03-22 16:16:37,R_2TMExElLGPcOmON,,,,,41.97590637207,-87.701599121094,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,50,50,I need things for myself.,Once a month,Yes,Most of the time,Strong liberal,High school graduate,Never,Blue,Female,,"$30,000 – $39,999",35 – 44,9710816,.,human rights for refugees,"individual, private donors"
2018-03-22 16:14:54,2018-03-22 16:17:16,IP Address,47.145.163.58,100,142,True,2018-03-22 16:17:22,R_24osZJcE8o7tMO8,,,,,33.949401855469,-116.97750091553,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,10,90,donate to help ou the rest for my expenses,Once a month,Yes,Only now and then,Independent,2 year degree,Seldom,Blue,Female,,"$80,000 – $89,999",35 – 44,1131331,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
